timestamp,source_ip,destination_ip,protocol,source_port,destination_port,flow_duration_ms,packets,bytes,failed_connections,connection_rate_per_min
05-09-2026 10:06:08,10.0.2.11,198.51.100.211,UDP,40353,138,139.08,4,4070,0,15.64
02-09-2026 08:08:23,10.0.3.74,172.18.2.116,TCP,61015,23,173.03,2,2180,1,9.84
04-09-2026 15:09:35,10.0.3.140,10.20.1.33,ICMP,0,0,98.38,1,91,0,60.17
05-09-2026 08:42:27,10.0.2.171,172.18.1.188,TCP,52690,995,3213.64,28,15633,0,8.06
03-09-2026 06:49:37,10.0.3.210,192.168.50.20,UDP,5481,20,49.27,2,1108,0,10.79
03-09-2026 10:39:05,10.0.2.50,192.168.110.112,TCP,36008,5900,76.6,1,832,0,36.95
02-09-2026 04:16:44,10.0.1.192,192.168.100.250,TCP,26928,1521,125.26,1,861,0,11.92
07-09-2026 22:35:21,192.168.1.72,192.168.110.210,TCP,40421,137,231.72,6,5525,0,18.12
06-09-2026 11:32:40,192.168.1.149,10.20.2.221,TCP,57647,8107,114.57,2,976,0,10.32
06-09-2026 08:43:51,10.0.3.150,192.168.110.159,TCP,58278,80,19.66,1,898,0,34.68
04-09-2026 00:26:24,192.168.10.17,192.168.110.19,TCP,8782,139,141.58,3,1876,0,18.42
05-09-2026 21:33:43,10.0.1.27,10.20.2.201,TCP,23210,110,115.05,3,2028,0,28.03
04-09-2026 10:21:43,10.0.2.192,192.168.110.189,UDP,18951,14391,666.89,4,1802,0,29.05
05-09-2026 17:25:26,10.0.1.109,172.18.2.223,TCP,48640,49798,115.7,5,4740,0,16.47
03-09-2026 14:41:14,192.168.1.30,10.20.1.214,UDP,43629,445,52.6,3,1147,1,46.1
04-09-2026 10:34:36,172.16.20.161,203.0.113.190,TCP,2179,27183,141.3,4,3005,0,8.0
02-09-2026 20:48:02,172.16.10.203,203.0.113.93,TCP,44747,35192,619.5,2,1137,0,34.61
07-09-2026 16:49:01,10.0.4.128,192.168.110.14,TCP,59987,8080,1211.82,20,12016,0,19.11
04-09-2026 16:07:58,10.0.1.188,192.168.110.230,UDP,28148,5432,107.88,3,1291,0,5.34
04-09-2026 14:44:54,10.0.4.171,192.168.110.62,TCP,33247,8080,131.48,1,377,0,15.89
04-09-2026 13:39:57,192.168.10.43,172.16.100.20,UDP,57054,51976,64.41,2,1912,0,40.52
07-09-2026 11:42:49,10.0.3.121,192.168.100.110,TCP,15060,110,933.17,7,8637,0,22.3
04-09-2026 20:47:08,172.16.10.95,172.18.1.12,TCP,30418,23,319.14,4,2953,0,43.65
01-09-2026 11:06:03,172.16.10.203,192.168.110.210,TCP,11901,35621,119.94,2,1639,0,37.16
07-09-2026 18:19:19,10.0.4.122,10.20.2.242,UDP,3062,5900,132.02,4,1830,0,20.65
06-09-2026 18:10:05,10.0.4.238,198.51.100.48,TCP,8967,22,333.08,3,2008,0,123.7
06-09-2026 18:11:36,10.0.3.235,192.168.110.64,TCP,57795,21,81.94,2,1607,0,78.8
06-09-2026 12:39:49,10.0.4.14,198.51.100.230,ICMP,0,0,545.64,1,96,0,20.1
04-09-2026 18:30:44,10.0.3.179,172.18.1.14,TCP,16696,67,313.92,7,6943,0,48.64
01-09-2026 20:56:03,10.0.2.104,192.168.110.153,TCP,54626,445,232.62,3,3242,0,56.69
07-09-2026 17:30:15,10.0.2.120,192.168.110.57,TCP,31251,19407,610.46,7,4010,0,35.23
02-09-2026 08:40:33,10.0.3.205,10.20.1.213,TCP,50460,389,162.6,2,2090,0,22.21
01-09-2026 12:03:58,10.0.2.120,172.18.1.187,UDP,25820,135,1033.01,5,2104,0,42.41
05-09-2026 15:10:47,172.16.20.232,192.168.110.19,TCP,45288,995,145.09,2,1677,0,9.18
01-09-2026 10:27:16,10.0.1.112,192.168.100.183,TCP,19228,25,47.48,3,1487,0,200.5
03-09-2026 20:54:16,192.168.1.104,172.18.1.170,UDP,32522,8080,119.83,5,2910,0,53.14
07-09-2026 11:38:11,172.16.10.76,172.18.2.185,TCP,24010,137,95.8,3,3416,0,15.6
01-09-2026 08:46:11,10.0.2.11,172.18.1.153,UDP,23392,143,156.86,3,1373,0,28.43
07-09-2026 20:41:33,10.0.2.112,198.51.100.141,TCP,7521,389,168.95,2,1820,0,22.34
02-09-2026 08:53:22,10.0.2.32,203.0.113.224,TCP,12698,39245,12989.69,19,16081,0,9.58
07-09-2026 13:26:32,10.0.2.215,192.168.100.135,TCP,18331,3306,80.13,2,2620,0,9.04
01-09-2026 08:50:16,10.0.1.17,10.20.2.228,UDP,3855,1521,586.69,14,8084,0,23.89
02-09-2026 22:58:49,172.16.20.17,10.20.2.144,TCP,2707,68,83.08,2,1648,0,26.14
04-09-2026 15:11:07,10.0.2.55,192.168.100.212,UDP,18857,21,202.9,5,2246,0,13.01
01-09-2026 19:05:25,172.16.10.219,10.20.2.201,ICMP,0,0,225.61,2,96,0,4.56
06-09-2026 17:26:25,192.168.1.44,172.18.2.18,TCP,10782,21,1173.58,10,3268,0,34.24
05-09-2026 04:47:24,10.0.3.130,192.168.100.216,TCP,45862,11699,155.99,2,2398,0,16.1
07-09-2026 15:34:20,192.168.10.5,10.20.2.238,TCP,60140,5900,1345.2,4,1778,0,19.79
03-09-2026 15:33:07,172.16.10.116,192.168.110.205,UDP,1731,21,189.81,6,2822,0,57.5
06-09-2026 12:30:18,10.0.1.247,172.18.2.247,UDP,35052,34373,255.66,3,1662,0,47.18
05-09-2026 15:08:35,10.0.1.106,203.0.113.198,TCP,18237,587,2473.62,9,11124,0,12.47
02-09-2026 19:03:32,10.0.1.23,10.20.1.81,TCP,36847,161,317.62,4,3537,0,62.63
02-09-2026 17:23:42,10.0.1.106,192.168.110.127,TCP,25225,53,131.09,4,2600,0,17.08
05-09-2026 12:53:46,10.0.2.236,172.18.2.49,TCP,40836,161,770.49,5,3286,0,24.19
06-09-2026 08:11:08,10.0.1.134,198.51.100.221,UDP,1356,389,222.82,5,3673,0,31.81
04-09-2026 06:10:51,192.168.10.193,172.18.1.188,TCP,36466,8443,921.48,10,18112,0,12.5
06-09-2026 17:12:35,172.16.10.120,198.51.100.230,TCP,6895,35732,840.29,7,8113,0,27.07
07-09-2026 16:41:48,10.0.4.220,192.168.110.208,TCP,4610,138,1382.85,8,4470,0,21.08
02-09-2026 16:39:03,10.0.4.49,192.168.100.32,UDP,63128,587,270.5,4,1033,0,34.7
06-09-2026 18:17:01,192.168.1.72,172.18.1.187,ICMP,0,0,261.3,2,192,0,69.03
06-09-2026 12:34:42,10.0.2.243,203.0.113.124,TCP,53003,8443,316.78,6,1705,0,16.24
03-09-2026 10:57:38,192.168.10.124,192.168.110.210,UDP,64932,8080,118.83,4,2355,0,20.14
05-09-2026 20:03:58,10.0.4.248,10.20.2.144,TCP,36844,161,161.26,4,2057,0,111.39
05-09-2026 10:50:08,172.16.10.123,10.20.1.162,TCP,59476,3389,270.66,5,7567,0,69.63
03-09-2026 09:06:03,172.16.10.181,1.1.1.1,TCP,13912,8080,362.33,4,3540,0,11.08
03-09-2026 17:21:21,10.0.1.27,10.20.2.192,ICMP,0,0,208.3,1,144,0,58.79
04-09-2026 13:27:16,192.168.10.194,172.18.1.110,UDP,10364,465,176.86,5,4415,0,22.22
02-09-2026 19:01:50,10.0.1.154,172.18.2.66,TCP,60199,32263,77.76,16,8553,1,247.61
03-09-2026 09:11:04,172.16.10.120,172.18.1.81,TCP,23516,137,478.83,9,5646,0,19.64
04-09-2026 16:58:25,10.0.1.246,172.18.2.38,TCP,39958,22,275.41,6,6293,0,54.78
06-09-2026 00:59:59,10.0.1.158,10.20.2.230,TCP,24760,22714,227.42,3,5309,0,13.08
04-09-2026 10:49:44,192.168.10.252,203.0.113.224,UDP,21981,57842,376.52,7,6068,0,33.51
02-09-2026 08:06:52,10.0.1.215,10.20.2.95,UDP,62325,3306,180.54,10,3160,0,99.6
04-09-2026 17:57:04,192.168.1.1,192.168.110.63,UDP,35701,42515,750.59,17,6736,0,21.12
01-09-2026 07:56:42,192.168.1.176,9.9.9.9,ICMP,0,0,272.37,1,110,0,22.58
05-09-2026 18:49:05,10.0.3.232,172.18.1.110,UDP,2436,465,276.67,7,5667,0,60.55
03-09-2026 15:19:42,10.0.3.120,192.168.110.62,TCP,16142,139,709.43,8,13462,0,19.76
02-09-2026 16:11:05,10.0.3.59,172.18.1.57,UDP,36334,60848,88.04,1,476,0,29.11
02-09-2026 20:29:04,10.0.1.194,198.51.100.101,UDP,47643,445,1585.04,7,2131,0,51.8
02-09-2026 16:41:13,192.168.10.42,192.168.110.159,TCP,12176,5432,630.53,8,4214,0,16.2
07-09-2026 18:17:07,10.0.2.222,10.20.1.149,TCP,12717,123,507.03,4,4936,0,18.2
03-09-2026 10:36:50,172.16.10.153,172.18.1.81,TCP,52913,5432,83.61,4,2643,0,17.58
06-09-2026 22:53:16,10.0.1.183,198.51.100.33,TCP,57839,123,1483.46,27,21724,0,80.66
06-09-2026 17:51:09,172.16.10.112,192.168.110.168,UDP,11606,8443,123.8,5,3648,0,40.1
06-09-2026 20:53:56,10.0.1.45,8.8.8.8,TCP,49361,1433,1399.49,5,4563,0,18.58
07-09-2026 15:25:26,172.16.20.43,10.20.1.123,TCP,10580,465,1405.06,13,7032,0,10.74
01-09-2026 11:15:34,192.168.1.86,172.18.1.153,TCP,16339,3389,769.07,3,2335,0,25.88
04-09-2026 09:10:14,172.16.10.217,10.20.2.144,TCP,61006,62897,571.36,6,4565,0,10.05
07-09-2026 19:38:01,10.0.2.234,10.20.1.87,UDP,16195,143,1848.05,15,8559,0,36.5
07-09-2026 09:45:04,192.168.10.202,172.18.1.197,UDP,46304,32848,138.14,1,539,2,31.11
05-09-2026 17:08:02,10.0.2.30,172.18.2.81,TCP,30619,5432,144.35,3,1926,0,34.46
03-09-2026 04:45:01,10.0.2.241,10.0.20.20,UDP,26092,23232,830.3,14,10493,0,12.17
01-09-2026 08:21:13,10.0.1.215,192.168.110.168,TCP,1526,137,34703.2,19,11265,0,21.45
07-09-2026 14:50:00,192.168.1.41,192.168.110.205,TCP,56082,5432,390.44,4,2058,1,24.55
07-09-2026 18:49:31,172.16.20.180,192.168.110.29,TCP,57930,44244,233.33,8,3576,1,132.77
04-09-2026 14:46:07,10.0.3.45,203.0.113.190,ICMP,0,0,1248.93,9,473,0,28.69
05-09-2026 17:39:07,192.168.10.17,192.168.110.173,TCP,21971,1433,224.7,7,5100,0,19.0
02-09-2026 18:37:20,192.168.1.207,10.20.2.35,ICMP,0,0,499.03,1,68,0,49.09
01-09-2026 18:19:34,192.168.10.199,10.20.2.231,TCP,24739,995,1378.18,6,4732,0,29.72
06-09-2026 17:29:08,192.168.1.167,203.0.113.198,UDP,53834,3306,919.51,15,11583,0,25.58
07-09-2026 06:41:00,192.168.10.3,192.168.110.185,TCP,52342,995,787.62,10,10179,0,7.56
01-09-2026 11:03:59,192.168.10.88,10.20.2.242,TCP,61651,5432,1913.61,12,7999,0,30.08
03-09-2026 10:55:53,10.0.1.145,10.20.2.243,TCP,56151,9900,1076.04,4,4008,0,30.63
03-09-2026 17:23:17,192.168.1.101,10.20.1.24,TCP,25828,110,37.14,1,595,0,33.05
01-09-2026 14:02:25,172.16.10.124,172.18.1.57,TCP,44493,137,142.38,2,2530,0,9.3
06-09-2026 01:30:14,192.168.10.3,192.168.110.165,UDP,33148,53,83.99,5,2122,0,14.51
01-09-2026 21:38:23,10.0.4.221,198.51.100.71,TCP,35371,389,21.08,1,767,0,20.98
06-09-2026 13:30:55,172.16.10.50,192.168.110.19,TCP,40750,34975,691.59,4,2580,0,11.39
05-09-2026 12:48:38,10.0.1.116,198.51.100.120,TCP,26096,23,169.1,6,4109,0,18.38
05-09-2026 11:37:45,192.168.1.211,192.168.110.210,UDP,42747,1521,377.05,7,5978,0,25.49
06-09-2026 17:12:22,172.16.10.120,10.20.1.215,TCP,59307,53,476.44,3,2739,0,26.1
06-09-2026 11:15:16,10.0.1.226,192.168.100.165,UDP,3751,25,234.88,2,1113,0,38.32
06-09-2026 10:03:28,10.0.2.129,10.0.20.10,ICMP,0,0,389.6,1,80,0,4.53
01-09-2026 19:55:12,172.16.20.157,192.168.100.92,ICMP,0,0,688.52,4,173,0,26.02
03-09-2026 07:44:43,192.168.10.88,198.51.100.244,UDP,11027,20,200.65,5,3439,0,40.02
06-09-2026 13:03:08,10.0.2.192,203.0.113.93,TCP,32083,35550,447.13,4,7518,0,33.44
02-09-2026 16:44:18,10.0.2.66,192.168.100.38,TCP,62678,33859,137.2,2,1609,0,10.25
02-09-2026 14:14:48,10.0.2.192,203.0.113.70,TCP,11538,16764,181.9,2,2474,0,68.15
01-09-2026 11:31:01,192.168.10.36,10.20.1.154,UDP,50122,25,4171.95,51,29634,0,17.4
05-09-2026 21:17:43,10.0.2.50,192.168.110.189,TCP,1034,21,287.03,7,9456,3,51.26
01-09-2026 09:04:09,192.168.1.72,198.51.100.41,UDP,29265,20,139.72,3,1490,0,14.14
07-09-2026 20:15:29,172.16.10.147,198.51.100.254,TCP,47015,3389,3101.7,6,4006,0,37.08
07-09-2026 15:14:58,192.168.10.28,172.18.2.229,UDP,40424,993,479.7,6,2076,0,37.21
05-09-2026 23:51:24,10.0.4.108,172.18.2.223,UDP,60610,993,64.82,4,1159,0,33.94
02-09-2026 09:12:20,10.0.4.220,10.20.1.118,TCP,33552,25,336.06,5,3590,0,20.5
04-09-2026 22:28:41,172.16.20.36,10.20.1.123,UDP,29732,161,1264.9,9,3916,0,15.25
07-09-2026 18:03:31,192.168.1.194,198.51.100.71,ICMP,0,0,65.92,1,76,0,88.42
01-09-2026 18:23:38,192.168.10.42,10.20.2.14,ICMP,0,0,139.34,1,118,0,21.23
04-09-2026 12:44:54,10.0.1.27,198.51.100.48,TCP,40372,21,98.51,1,1119,0,28.39
04-09-2026 09:58:57,10.0.1.109,172.18.1.81,TCP,59959,110,56.42,2,1109,0,14.02
07-09-2026 11:44:35,10.0.2.150,10.20.1.144,TCP,2438,67,202.59,4,4101,0,16.71
02-09-2026 14:06:27,10.0.1.128,10.20.2.137,UDP,50611,5900,414.23,10,8670,0,29.46
05-09-2026 17:42:16,10.0.2.76,192.168.110.29,TCP,45881,20,251.94,2,1807,0,35.7
04-09-2026 16:52:45,10.0.2.55,172.16.100.10,UDP,44694,3306,117.71,2,898,0,23.21
02-09-2026 15:33:13,10.0.1.181,203.0.113.193,TCP,58463,993,274.87,5,3006,0,4.99
01-09-2026 10:42:06,10.0.1.20,192.168.110.79,TCP,58565,993,899.54,4,3938,0,17.15
06-09-2026 14:00:07,192.168.1.186,172.16.100.20,TCP,64712,80,780.36,3,2244,0,20.29
01-09-2026 09:04:50,172.16.20.177,192.168.100.250,TCP,35235,3306,134.96,3,1871,1,51.45
02-09-2026 15:19:30,10.0.3.79,192.168.100.183,TCP,4901,143,149.68,7,2719,0,10.89
02-09-2026 16:45:29,172.16.20.162,172.18.2.159,UDP,5143,22,515.34,9,5984,0,42.72
03-09-2026 10:54:27,10.0.1.23,172.18.1.15,UDP,31833,110,243.96,2,1865,0,6.03
02-09-2026 20:55:15,192.168.1.194,203.0.113.167,TCP,42902,587,115.98,2,1708,0,14.52
01-09-2026 20:23:06,172.16.10.205,192.168.110.94,TCP,7172,22,548.89,8,6412,0,19.02
07-09-2026 17:47:28,10.0.2.171,198.51.100.220,TCP,33083,143,111.65,2,873,0,65.3
04-09-2026 22:16:32,172.16.10.120,192.168.110.180,TCP,57600,5432,106.62,2,1104,0,37.3
07-09-2026 11:52:39,172.16.10.50,172.18.2.197,TCP,65529,995,227.19,5,3424,1,19.54
04-09-2026 18:14:44,172.16.10.56,192.168.110.39,TCP,35446,587,638.58,33,43513,0,30.63
07-09-2026 12:23:17,172.16.10.114,10.20.1.183,TCP,25409,143,183.44,2,1341,0,44.34
05-09-2026 20:37:50,10.0.2.141,203.0.113.15,TCP,46665,21,138.45,3,1642,0,76.46
03-09-2026 10:09:44,10.0.2.112,192.168.110.218,ICMP,0,0,154.61,1,91,0,62.1
06-09-2026 12:58:23,192.168.10.252,192.168.100.169,TCP,41478,14598,193.25,4,2954,0,32.22
07-09-2026 09:30:10,172.16.20.24,10.20.2.201,TCP,2006,161,80.44,6,4601,0,40.31
06-09-2026 15:26:05,10.0.3.67,192.168.110.218,TCP,52786,445,390.38,6,4138,0,12.67
06-09-2026 12:05:17,10.0.3.228,172.18.1.210,TCP,20077,25,16465.73,32,29734,0,10.88
04-09-2026 20:49:10,10.0.3.101,198.51.100.168,UDP,28878,1433,69.89,2,1351,1,54.25
07-09-2026 12:53:32,10.0.3.120,192.168.110.180,TCP,23122,139,419.42,7,3443,0,69.35
07-09-2026 14:41:44,192.168.1.203,172.18.2.197,TCP,14265,80,192.37,2,2229,0,24.74
01-09-2026 07:55:02,10.0.4.100,10.20.2.238,TCP,12935,5900,68.54,2,1403,0,99.76
01-09-2026 20:21:05,10.0.2.76,172.18.1.57,TCP,42033,25,98.04,1,1086,0,47.24
06-09-2026 21:40:16,172.16.10.92,198.51.100.37,TCP,53157,5432,421.34,3,2245,0,13.21
06-09-2026 18:07:30,10.0.1.145,203.0.113.70,TCP,60082,80,136.78,1,608,0,28.47
03-09-2026 11:44:55,172.16.20.112,203.0.113.177,TCP,9382,41603,1254.02,23,20176,0,11.08
06-09-2026 09:12:49,10.0.1.87,203.0.113.139,UDP,46503,20,111.62,7,4173,0,31.74
07-09-2026 13:14:33,172.16.10.197,192.168.110.68,UDP,20926,80,792.91,12,5797,0,25.51
01-09-2026 11:23:05,172.16.10.155,10.20.1.214,TCP,10177,15974,274.37,4,3247,3,20.21
04-09-2026 06:19:21,10.0.2.215,10.0.20.20,UDP,27199,5900,1366.87,13,5088,0,42.68
01-09-2026 10:30:50,172.16.10.197,192.168.110.94,TCP,13419,110,118.29,2,1883,1,23.48
01-09-2026 21:27:28,10.0.1.45,203.0.113.63,TCP,44838,30091,190.11,3,1645,0,251.47
05-09-2026 14:35:48,172.16.10.89,192.168.110.14,UDP,62525,68,181.32,2,1232,0,19.04
04-09-2026 15:42:50,172.16.20.36,203.0.113.15,TCP,4157,53,7538.87,16,8103,0,9.25
06-09-2026 14:36:20,172.16.20.115,192.168.100.97,TCP,32013,587,331.34,1,495,0,11.25
03-09-2026 12:56:34,192.168.10.27,10.20.1.199,UDP,25145,55706,717.01,12,11458,0,25.07
05-09-2026 19:05:24,192.168.10.153,198.51.100.221,TCP,17032,8080,455.51,5,2040,0,81.49
01-09-2026 10:56:27,10.0.1.211,192.168.110.230,UDP,27740,587,102.03,3,639,0,19.44
07-09-2026 15:45:35,192.168.10.15,198.51.100.117,UDP,34761,135,733.3,9,3464,0,25.73
06-09-2026 10:25:43,172.16.10.155,172.16.100.10,TCP,16092,22,290.25,5,3503,0,24.72
03-09-2026 18:15:09,10.0.2.234,172.18.1.179,TCP,52104,52508,152.08,2,2451,0,52.08
02-09-2026 04:03:02,192.168.1.167,192.168.110.117,UDP,40003,5900,120.45,1,588,0,6.68
02-09-2026 00:33:06,10.0.1.53,192.168.110.29,TCP,33545,1433,369.54,5,5167,0,8.16
07-09-2026 17:01:06,10.0.1.205,198.51.100.169,TCP,4384,143,259.65,5,4046,0,26.35
05-09-2026 06:24:28,10.0.2.31,10.0.20.20,UDP,56582,20,337.13,3,1361,0,5.27
04-09-2026 06:15:58,10.0.2.83,192.168.100.51,TCP,63556,1521,62.56,1,611,0,23.26
03-09-2026 13:36:07,172.16.20.157,10.20.1.198,TCP,44892,19120,240.74,5,4954,0,25.81
05-09-2026 15:18:02,10.0.1.183,172.18.2.110,UDP,57233,41332,4893.64,6,2177,0,91.55
06-09-2026 13:32:41,192.168.1.41,203.0.113.193,UDP,15732,23,3293.63,41,12309,0,77.47
05-09-2026 17:35:07,192.168.1.166,10.20.1.81,TCP,35338,5432,61.78,3,1553,0,26.23
07-09-2026 08:35:07,10.0.1.219,172.18.2.49,UDP,58826,123,231.01,3,1011,0,23.22
02-09-2026 14:19:57,10.0.2.172,203.0.113.241,TCP,17114,3306,266.9,3,3709,0,71.75
04-09-2026 18:00:05,172.16.20.76,172.18.2.18,TCP,41275,53,256.66,5,4931,0,16.23
03-09-2026 20:32:06,10.0.2.32,192.168.100.97,TCP,56988,3389,260.38,7,5154,0,25.2
02-09-2026 19:20:48,192.168.10.88,203.0.113.72,TCP,7958,995,147.02,3,2313,0,21.2
04-09-2026 08:11:02,10.0.2.55,10.20.2.228,UDP,26519,5900,1493.86,37,20579,0,20.94
07-09-2026 16:20:00,10.0.2.30,10.0.10.10,UDP,12993,5900,145.55,5,9240,0,18.53
04-09-2026 06:33:28,172.16.10.246,10.20.2.5,TCP,19779,445,384.85,5,3376,0,20.4
04-09-2026 15:58:41,192.168.10.124,172.18.2.116,TCP,17367,3389,199.41,7,3165,0,14.3
03-09-2026 11:31:41,192.168.10.180,192.168.110.39,UDP,4484,8080,207.47,4,1307,0,54.14
05-09-2026 07:45:17,172.16.20.24,10.20.1.144,UDP,42914,993,324.22,7,5735,0,54.23
03-09-2026 19:15:24,10.0.3.35,172.18.1.210,ICMP,0,0,95.17,1,125,0,23.5
04-09-2026 12:39:27,10.0.2.17,203.0.113.241,TCP,30382,5900,90.89,1,1063,0,45.79
04-09-2026 10:25:51,10.0.1.22,203.0.113.72,TCP,58790,123,143.11,3,1570,0,46.78
07-09-2026 08:47:11,10.0.2.222,172.18.1.235,TCP,29683,123,218.81,10,6532,0,27.28
04-09-2026 18:29:50,10.0.1.27,10.20.2.238,UDP,58081,993,1247.28,16,4402,0,29.83
06-09-2026 17:15:51,192.168.1.221,10.20.1.27,TCP,4694,3389,259.8,2,1432,0,35.98
07-09-2026 14:10:48,10.0.4.79,198.51.100.64,TCP,36397,20,150.04,3,1155,0,7.11
04-09-2026 11:25:44,10.0.2.30,192.168.50.10,TCP,18337,993,201.07,4,2534,0,45.45
07-09-2026 11:30:41,10.0.2.31,10.20.1.199,TCP,24306,27017,85.45,2,1778,0,13.64
05-09-2026 03:44:09,10.0.3.120,198.51.100.140,TCP,11490,28031,108.47,1,1722,0,14.39
02-09-2026 10:09:17,172.16.10.50,192.168.110.94,UDP,5827,110,3242.47,13,4989,0,20.82
01-09-2026 16:11:42,10.0.3.41,10.0.20.20,TCP,9667,19017,206.81,2,1140,1,92.91
02-09-2026 11:56:09,10.0.2.11,203.0.113.198,UDP,2141,389,109.36,3,1520,0,21.88
07-09-2026 10:48:26,10.0.2.56,172.18.1.57,UDP,61724,123,322.92,14,3400,0,8.14
04-09-2026 16:13:20,192.168.1.235,172.18.1.99,TCP,60793,3389,270.29,8,3847,0,27.92
06-09-2026 17:54:54,10.0.2.31,172.18.2.159,TCP,54187,110,518.05,10,7731,0,17.1
05-09-2026 22:04:11,192.168.1.186,10.20.1.13,TCP,61523,55797,231.24,3,1199,1,159.51
03-09-2026 18:33:56,10.0.3.133,198.51.100.168,TCP,14955,6489,198.71,2,2559,0,9.5
05-09-2026 19:25:36,10.0.4.247,198.51.100.230,TCP,53917,1433,95.49,2,2591,0,11.11
04-09-2026 15:32:41,192.168.10.135,172.18.1.15,TCP,14336,1521,60.03,4,2336,2,40.55
04-09-2026 19:29:55,192.168.1.208,198.51.100.48,TCP,10697,465,62.92,3,1614,0,14.94
07-09-2026 17:08:51,10.0.1.17,10.0.10.10,UDP,15219,21,37.95,4,1603,0,70.92
05-09-2026 18:05:40,172.16.10.214,172.18.2.143,UDP,18797,25,133.67,3,2134,0,52.46
06-09-2026 12:47:07,172.16.20.167,10.20.1.13,TCP,1717,3389,438.23,6,4151,0,4.12
04-09-2026 18:19:50,172.16.20.66,172.18.2.56,UDP,51836,68,5836.63,35,16065,0,24.52
05-09-2026 16:45:48,10.0.1.27,198.51.100.237,TCP,41422,10866,83.61,1,708,0,10.46
04-09-2026 18:31:12,10.0.1.70,203.0.113.167,ICMP,0,0,129.33,1,75,0,45.01
04-09-2026 17:38:59,172.16.10.50,192.168.110.19,UDP,34142,23,739.43,29,18140,0,17.87
05-09-2026 09:50:59,10.0.2.158,172.18.1.235,TCP,43856,67,164.29,1,296,3,50.46
01-09-2026 21:38:14,172.16.10.214,192.168.100.212,UDP,40978,587,136.61,5,1927,0,46.61
01-09-2026 16:28:10,192.168.1.203,192.168.100.195,ICMP,0,0,2116.15,3,479,0,41.82
06-09-2026 20:41:20,192.168.10.28,203.0.113.103,UDP,31695,23,234.44,9,7132,0,9.38
05-09-2026 19:07:59,172.16.20.194,10.20.2.228,ICMP,0,0,48.57,1,87,0,16.38
07-09-2026 19:39:38,10.0.3.205,203.0.113.70,TCP,29541,587,127.1,2,1379,0,30.29
